year,month,day,tow,lon,lat,start,comment,male,female,total_crabs,Atlantic_cod,American_plaice,Yellowtail_flounder,winter_flounder,thorny_skate,smooth_skate,longhorn_sculpin,sea_potato,Hyas_coarctatus,female_percentage,Simpson_index
2019,2019,15,GP251A2,-61.9503,48.24833,12:20:18,Stable ~ 2.1 kts,0,0,0,0,5,0,0,37,19,0,0,0,NA,0.528352593388874
2019,2019,15,GP237F,-62.1136,48.36022,14:11:25,Accroche et force ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
2019,2019,15,GP235F,-62.1184,48.40367,16:05:47,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,2,0,0,0,0,NA,0
2019,2019,15,GP208F,-62.3768,48.26778,19:07:53,Variable 2 a 2.4 noeuds,12,13,25,2,38,0,0,0,1,0,0,8,0.52,0.6095690284879475
2019,2019,15,GP207F,-62.2987,48.15273,20:22:36,Stable ~ 2.1 kts,30,51,81,0,52,0,0,5,0,0,0,1,0.6296296296296297,0.5191242689301796
2019,2019,16,GP227F,-62.2111,48.18545,05:29:44,Stable ~ 2.1 kts,73,59,132,2,33,0,0,2,0,0,0,1,0.44696969696969696,0.35910034602076124
2019,2019,16,GP230F,-62.1843,48.1418,06:26:22,Stable ~ 2.2 kts,87,58,145,0,34,0,0,3,0,0,0,1,0.4,0.3373645077488131
2019,2019,16,GP249F,-61.9817,48.04512,08:05:13,Stable ~ 2.2 kts,10,16,26,0,8,0,0,0,0,1,178,26,0.6153846153846154,0.42051084539836503
2019,2019,16,GP243F,-62.0068,48.01468,08:46:34,Stable ~ 2.2 kts,13,6,19,1,4,0,0,0,0,0,68,48,0.3157894736842105,0.6272448979591836
2019,2019,16,GP261F,-61.8865,48.04332,09:43:26,Stable ~ 2.2 kts,25,101,126,0,31,0,0,0,0,0,0,0,0.8015873015873016,0.31692969288814954
2019,2019,16,GP257F,-61.9125,47.98492,10:41:55,Stable ~ 2.2 kts,48,145,193,1,17,0,0,0,0,0,0,4,0.7512953367875648,0.18756084369929693
2019,2019,16,GP278F,-61.6697,47.95137,12:12:55,Stable ~ 2.2 kts,26,3,29,2,3,0,0,0,0,0,193,44,0.10344827586206896,0.45481406843588734
2019,2019,16,GP287F,-61.5545,48.02935,13:31:25,Accroche et force ~ 2.1 kts,10,0,10,0,3,0,0,0,0,0,271,44,0,0.29835291493158833
2019,2019,16,GP290F,-61.4595,48.04205,14:20:34,Stable ~ 2.1 kts,57,64,121,5,17,0,0,0,0,0,0,44,0.5289256198347108,0.5169721753553147
2019,2019,16,GP303F,-61.3788,47.95473,15:27:15,Stable ~ 2.1 kts,30,0,30,0,2,0,0,0,0,0,61,46,0,0.6511050152683608
2019,2019,16,GP300F,-61.377,47.90505,16:09:40,Stable ~ 2.1 kts,3,0,3,9,2,0,0,0,0,0,51,12,0,0.521167144543768
2019,2019,16,GP281F,-61.7412,47.89502,18:20:24,Stable ~ 2.1 kts,59,99,158,0,18,0,0,0,0,0,0,1,0.6265822784810127,0.19279262025599286
2019,2019,16,GP258F,-61.9083,47.86477,19:32:37,Stable ~ 2.1 kts,106,81,187,0,3,0,0,0,0,0,0,6,0.43315508021390375,0.08855685131195334
2019,2019,16,GP247F,-61.9849,47.86747,20:24:48,Stable ~ 2.1 kts,86,68,154,0,22,0,0,0,0,0,0,0,0.44155844155844154,0.21875
2019,2019,17,GP223F,-62.1858,47.83913,05:29:08,Stable ~ 2.1 kts,273,79,352,0,39,1,0,0,0,0,0,0,0.22443181818181818,0.18376457725947526
2019,2019,17,GP216F,-62.3796,47.75983,07:10:11,Stable ~ 2.1 kts,57,126,183,0,60,0,0,0,0,0,0,0,0.6885245901639344,0.3718945282731292
2019,2019,17,GP195F,-62.5842,47.75465,08:43:28,Stable ~ 2.1 kts,86,23,109,0,116,0,0,0,0,0,0,0,0.21100917431192662,0.4995160493827161
2019,2019,17,GP205F,-62.4656,47.60015,10:29:14,Stable ~ 2.1 kts,76,119,195,1,123,1,0,0,0,0,0,0,0.6102564102564103,0.48089843749999994
2019,2019,17,GP213F,-62.3872,47.63162,11:26:57,Stable ~ 2.1 kts,130,34,164,0,17,0,0,0,0,0,0,1,0.2073170731707317,0.17926578915589908
2019,2019,17,GP228F,-62.2101,47.72592,12:51:35,Stable ~ 2.1 kts,127,44,171,0,32,1,0,0,0,0,0,0,0.2573099415204678,0.2727316416762783
2019,2019,17,GP242F,-61.9603,47.70723,14:33:14,Force ~ 2.1 kts,45,4,49,0,7,51,0,0,0,0,1,13,0.08163265306122448,0.6433986749538967
2019,2019,17,GP253F,-61.9372,47.69868,15:19:53,Stable ~ 2.1 kts,169,11,180,0,13,117,0,0,0,0,0,20,0.06111111111111111,0.5715518824609733
2019,2019,17,GP239A1,-61.9844,47.67472,18:07:42,Stable ~ 2.1 kts,92,16,108,0,16,11,0,0,0,0,0,7,0.14814814814814814,0.4004165840111089
2019,2019,17,GP224F,-62.2174,47.65243,19:49:45,Stable ~ 2.1 kts,129,18,147,0,19,0,0,0,0,0,0,0,0.12244897959183673,0.20271447234722006
2019,2019,18,GP222F,-62.2794,47.55845,05:29:21,Stable ~ 2.1 kts,125,164,289,0,49,11,0,0,0,0,0,0,0.5674740484429066,0.29357722842998
2019,2019,18,GP211F,-62.394,47.5072,06:50:01,Stable ~ 2.2 kts,82,100,182,0,88,0,0,0,0,0,0,2,0.5494505494505495,0.44755622837370246
2019,2019,18,GP194F,-62.58,47.48887,08:21:10,Stable ~ 2.2 kts,42,163,205,0,71,2,0,0,0,0,0,34,0.7951219512195122,0.5045816896778436
2019,2019,18,GP186F,-62.6583,47.48672,09:21:06,Stable ~ 2.1 kts,27,11,38,0,81,27,0,0,0,0,0,8,0.2894736842105263,0.6290268173385056
2019,2019,18,GP182F,-62.6812,47.4419,10:12:56,Stable ~ 2.1 kts,104,38,142,0,171,47,0,0,0,0,0,1,0.2676056338028169,0.6039395032266481
2019,2019,18,GP199F,-62.5158,47.42887,11:25:49,Stable ~ 2.2 kts,90,169,259,0,137,0,0,0,0,0,0,5,0.6525096525096525,0.4659548137138452
2019,2019,18,GP219F,-62.3624,47.38517,12:35:01,Stable ~ 2.1 kts,52,29,81,0,49,13,0,0,0,0,0,0,0.35802469135802467,0.5534744975304415
2019,2019,18,GP212F,-62.4494,47.31883,13:45:08,Stable ~ 2.1 kts,77,72,149,0,96,32,0,0,0,0,0,0,0.48322147651006714,0.5772002762970976
2019,2019,18,GP196F,-62.5695,47.27843,15:11:50,Accroche et force ~ 2.2 kts,36,103,139,0,42,1,0,0,0,0,0,0,0.7410071942446043,0.36342229199372067
2019,2019,25,GP159F,-62.8379,46.83522,05:38:21,Stable ~ 2.2 kts,367,72,439,0,236,0,0,0,0,0,0,4,0.16400911161731208,0.4611477070369012
2019,2019,25,GP184A3,-62.6941,46.82067,10:41:28,Stable ~ 2.1 kts,326,120,446,0,359,0,0,0,0,0,0,15,0.26905829596412556,0.5121624033313503
2019,2019,25,GP202A2,-62.5999,46.83078,14:07:26,Accrochages ~ 2.1 kts,175,29,204,2,242,0,0,0,0,0,0,12,0.14215686274509803,0.5258601134215501
2019,2019,25,GP198A1,-62.5866,46.96513,16:47:38,Accrochages ~ 2.1 kts,81,58,139,0,86,0,0,0,0,0,0,8,0.4172661870503597,0.5066956473687119
2019,2019,25,GP206F,-62.4346,46.87938,18:35:29,Stable ~ 2.2 kts,339,110,449,0,284,1,0,0,0,0,3,10,0.24498886414253898,0.493974111528667
2019,2019,25,GP233F,-62.2139,46.81253,20:21:35,Accrochages ~ 2.1 kts,133,169,302,0,272,0,0,0,0,0,8,3,0.5596026490066225,0.5170984001753232
2019,2019,26,GP220F,-62.3006,46.73435,05:35:13,Stable ~ 2.1 kts,202,167,369,3,368,0,0,0,0,0,6,5,0.45257452574525747,0.5183430525832401
2019,2019,26,GP226F,-62.2106,46.70518,06:59:22,Accroche et force ~ 2.2 kts,38,3,41,0,83,0,0,0,0,0,156,38,0.07317073170731707,0.6603180253945651
2019,2019,26,GP240A2,-61.9635,46.62268,11:05:52,Stable ~ 2.1 kts,95,13,108,2,50,2,0,0,0,0,8,29,0.12037037037037036,0.6192772909775006
2019,2019,26,GP234F,-62.2412,46.58527,13:09:08,Stable ~ 2.1 kts,32,1,33,31,31,0,0,0,0,6,0,13,0.030303030303030304,0.752539242843952
2019,2019,26,GP214F,-62.3751,46.63925,14:24:48,Stable ~ 2.1 kts,94,75,169,2,328,12,0,0,0,0,0,16,0.4437869822485207,0.5083372640235625
2019,2019,26,GP192F,-62.5367,46.61393,15:38:39,Stable ~ 2.1 kts,8,1,9,107,38,17,1,0,0,0,0,13,0.1111111111111111,0.607509130752374
2019,2019,26,GP197F,-62.5761,46.66208,16:36:13,Stable ~ 2.1 kts,54,1,55,20,109,37,0,0,0,0,0,16,0.01818181818181818,0.6985703857999965
2019,2019,26,GP189A1,-62.6807,46.57755,18:21:06,Accroche et force ~ 2.2 kts,7,0,7,22,2,13,0,0,0,0,2,1,0,0.6781349026708918
2019,2019,26,GP162F,-62.8449,46.60387,19:37:43,Accrochages ~ 2.1 kts,56,7,63,5,131,28,0,0,0,0,0,9,0.1111111111111111,0.6046394714162597
2019,2019,26,GP174F,-62.7882,46.663,20:29:23,Accrochages ~ 2.1 kts,39,3,42,3,61,8,0,0,0,0,0,24,0.07142857142857142,0.6779038017223272
2019,2019,27,GP170F,-62.8785,46.70525,06:28:36,Stable ~ 2.1 kts,185,173,358,1,618,5,0,0,0,0,0,3,0.48324022346368717,0.4742219588239842
2019,2019,27,GP154F,-63.068,46.601,08:19:56,Stable ~ 2.1 kts,73,48,121,51,169,4,0,0,0,1,0,14,0.39669421487603307,0.6449382716049383
2019,2019,27,GP133F,-63.1682,46.62083,09:25:10,Stable ~ 2.1 kts,94,6,100,137,128,23,0,0,0,2,0,5,0.06,0.70702771991668
2019,2019,27,GP141F,-63.1202,46.67452,10:20:56,Stable ~ 2.1 kts,95,41,136,2,253,13,0,0,0,0,0,9,0.3014705882352941,0.514806324713166
2019,2019,27,GP128A2,-63.2782,46.75768,14:05:07,Accroche et force ~ 2.2 kts,3,0,3,2,9,6,0,0,0,0,0,8,0,0.7525510204081632
2019,2019,27,GP094F,-63.4967,46.78522,15:54:27,Stable ~ 2.1 kts,72,5,77,34,134,97,0,0,0,0,0,15,0.06493506493506493,0.7279303878414111
2019,2019,27,GP099F,-63.4222,46.79178,16:46:06,Stable ~ 2.2 kts,87,27,114,14,190,85,0,0,0,0,0,0,0.23684210526315788,0.6520082015159259
2019,2019,27,GP123F,-63.2855,46.82678,17:48:08,Stable ~ 2.1 kts,165,97,262,0,127,10,0,0,0,0,0,7,0.3702290076335878,0.48480914363367233
2019,2019,27,GP147F,-63.0202,46.88257,19:30:04,Stable ~ 2.1 kts,86,107,193,0,289,0,0,0,0,0,0,2,0.5544041450777202,0.4844358308858685
2019,2019,27,GP149F,-63.0172,46.92563,20:15:30,Stable ~ 2.1 kts,159,214,373,0,757,0,0,0,0,0,0,2,0.5737265415549598,0.4442261109515664
2019,2019,28,GP158F,-62.9152,46.94027,05:52:01,Stable ~ 2.1 kts,119,306,425,0,397,2,0,0,0,0,0,13,0.72,0.5169540759011604
2019,2019,28,GP176F,-62.7706,46.98735,07:20:45,Stable ~ 2.1 kts,195,373,568,1,702,0,0,0,0,0,0,4,0.6566901408450704,0.4983806228373703
2019,2019,28,GP179F,-62.688,47.0127,08:44:53,Stable ~ 2.1 kts,231,471,702,0,642,0,0,0,0,0,0,6,0.6709401709401709,0.5034271604938272
2019,2019,28,GP163F,-62.877,47.09655,10:25:59,Stable ~ 2.1 kts,167,71,238,0,217,7,0,0,0,0,0,14,0.29831932773109243,0.541089965397924
2019,2019,28,GP150A2,-63.0956,47.09138,13:43:41,Accroche et force ~ 2.2 kts,46,30,76,0,127,3,0,0,0,0,0,3,0.39473684210526316,0.49811130697557293
2019,2019,28,GP127F,-63.2001,46.95872,15:30:27,Stable ~ 2.1 kts,213,192,405,0,253,13,0,0,0,0,0,7,0.4740740740740741,0.5034588978515675
2019,2019,28,GP125F,-63.2872,47.00568,16:53:53,Accroche et force ~ 2.1 kts,52,12,64,1,273,12,0,0,0,0,0,12,0.1875,0.3978053172980067
2019,2019,28,GP113F,-63.3169,46.90912,18:11:01,Stable ~ 2.1 kts,118,99,217,0,424,17,0,0,0,0,0,2,0.45622119815668205,0.4785169880624426
2019,2019,29,GP084A2,-63.5827,46.92123,05:44:26,Stable ~ 2.1 kts,85,31,116,15,192,74,0,0,0,0,0,4,0.2672413793103448,0.6515133612353157
2019,2019,29,GP077F,-63.7337,46.9615,07:09:28,Accrochages ~ 2.1 kts,12,0,12,21,56,73,0,0,0,0,0,0,0,0.6551592745008383
2019,2019,29,GP068F,-63.7062,47.0955,08:34:52,Stable ~ 2.1 kts,291,158,449,1,678,4,0,0,0,0,0,2,0.3518930957683742,0.4857475683460398
2019,2019,29,GP049A2,-63.8576,47.1872,14:55:54,Accroche et force ~ 2.2 kts,0,0,0,3,0,6,0,0,0,0,0,0,NA,0.4444444444444444
2019,2019,29,GP061F,-63.7683,47.19507,15:55:47,Stable ~ 2.1 kts,148,100,248,2,196,15,0,0,0,0,0,26,0.4032258064516129,0.5748812028553478
2019,2019,29,GP076F,-63.6419,47.23807,16:57:48,Stable ~ 2.1 kts,92,91,183,0,233,2,0,0,0,0,0,1,0.4972677595628415,0.49998575993529315
2019,2019,29,GP080A1,-63.5292,47.16918,18:43:39,Accroche et force ~ 2.2 kts,103,52,155,0,121,0,0,0,0,0,0,2,0.33548387096774196,0.4996376999120129
2019,2019,29,GP088F,-63.5629,47.10662,19:51:10,Stable ~ 2.1 kts,115,70,185,0,436,3,0,0,0,0,1,5,0.3783783783783784,0.43472915091962716
2019,2019,30,GP106F,-63.3254,47.08187,05:46:49,Stable ~ 2.1 kts,210,135,345,2,529,3,0,0,0,0,0,10,0.391304347826087,0.49516841890826635
2019,2019,30,GP105A2,-63.321,47.1858,09:19:23,Stable ~ 2.1 kts,165,92,257,1,224,6,0,0,0,0,1,3,0.35797665369649806,0.5196642210324542
2019,2019,30,GP124F,-63.246,47.17532,10:21:14,Stable ~ 2.1 kts,91,129,220,0,306,0,0,0,0,0,0,1,0.5863636363636363,0.4885769941201674
2019,2019,30,GP097F,-63.3449,47.26828,11:34:20,Stable ~ 2.1 kts,171,100,271,0,314,0,0,0,0,0,0,16,0.36900369003690037,0.5229996594693813
2019,2019,30,GP079F,-63.4871,47.3667,13:00:12,Force a cause de vase ~ 2.2 kts,60,204,264,0,229,0,0,0,0,0,0,0,0.7727272727272727,0.4974799320301667
2019,2019,30,GP090F,-63.5162,47.33998,14:01:58,Force a cause de vase ~ 2.1 kts,39,224,263,0,252,0,0,0,0,0,0,0,0.8517110266159695,0.4997718917899896
2019,2019,30,GP067A1,-63.8024,47.36655,16:56:51,Force a cause de vase ~ 2.1 kts,243,198,441,0,276,0,0,0,0,0,0,6,0.4489795918367347,0.48215423288166515
2019,2019,30,GP066F,-63.7227,47.50935,18:28:32,Force a cause de vase ~ 2.2 kts,152,34,186,0,84,0,0,0,0,0,0,0,0.1827956989247312,0.428641975308642
2019,2019,30,GP050F,-63.8984,47.48815,19:50:10,Stable ~ 2.1 kts,347,271,618,0,182,0,0,0,0,0,0,11,0.43851132686084143,0.36877642647870446
2019,2019,30,GP048F,-63.8366,47.44273,20:39:57,Stable ~ 2.1 kts,310,278,588,0,237,0,0,0,0,0,0,1,0.47278911564625853,0.41092167978941074
2019,2019,31,GP046F,-63.9496,47.33097,05:48:18,Accrochages ~ 2.1 kts,31,14,45,20,48,17,0,0,0,0,7,8,0.3111111111111111,0.7559571938168846
2019,2019,31,GP044F,-64.0844,47.41507,07:23:47,Accrochages ~ 2.2 kts,2,0,2,9,4,2,0,0,0,0,0,6,0,0.7334593572778828
2019,2019,31,GP025F,-64.1921,47.3143,08:55:05,Accroche et force ~ 2.2 kts,42,13,55,1,11,0,0,0,0,0,0,0,0.23636363636363636,0.2989529962129649
2019,2019,31,GP036F,-64.0959,47.22355,10:17:07,Stable ~ 2.2 kts,3,1,4,12,23,15,0,0,0,1,0,13,0.25,0.7655709342560554
2019,2019,31,GP026F,-64.1883,47.08562,11:55:41,Stable ~ 2.1 kts,53,12,65,60,27,32,0,0,0,0,0,3,0.18461538461538463,0.7258428894163402
2019,2019,31,GP024F,-64.246,47.18798,13:01:49,Stable ~ 2.1 kts,65,17,82,0,63,2,0,0,0,0,0,2,0.2073170731707317,0.5179946849241026
2019,2019,31,GP016F,-64.4444,47.30035,14:38:24,Stable ~ 2.1 kts,55,16,71,1,129,49,0,0,0,0,0,2,0.22535211267605634,0.6206853111615016
2019,2019,31,GP023F,-64.2845,47.35808,15:56:20,Force a cause de vase ~ 2.1 kts,129,31,160,0,133,0,0,0,0,0,0,0,0.19375,0.49575417302472946
2019,2019,31,GP019F,-64.3474,47.43465,16:57:57,Force a cause de vase ~ 2.1 kts,69,56,125,0,46,0,0,0,0,0,0,1,0.448,0.4002839372633856
2019,2019,31,GP018F,-64.3932,47.50363,18:08:09,Stable ~ 2.1 kts,141,57,198,0,263,27,0,0,0,0,0,0,0.2878787878787879,0.5418654259607634
2019,2019,31,GP028F,-64.1807,47.54373,19:32:05,Force a cause de vase ~ 2.1 kts,33,18,51,0,234,0,0,0,0,0,0,0,0.35294117647058826,0.29385041551246527
2019,2019,31,GP032F,-64.1306,47.55252,20:16:14,Force a cause de vase ~ 2.1 kts,35,142,177,0,203,0,0,0,0,0,0,0,0.8022598870056498,0.4976592797783933
2019,2019,1,GP040F,-64.0948,47.68125,10:57:57,Force a cause de vase ~ 2.2 kts,11,17,28,0,62,0,0,0,0,0,0,0,0.6071428571428571,0.428641975308642
2019,2019,1,GP022F,-64.1601,47.65882,11:45:36,Force a cause de vase ~ 2.2 kts,16,142,158,0,95,0,0,0,0,0,0,0,0.8987341772151899,0.46899654736052754
2019,2019,1,GP030F,-64.1582,47.69782,12:57:54,Force a cause de vase ~ 2.2 kts,28,0,28,0,121,0,0,0,0,0,0,0,0,0.3052114769604972
2019,2019,1,GP042F,-64.0081,47.76305,14:20:40,Force a cause de vase ~ 2.2 kts,28,0,28,1,62,0,0,0,0,0,0,0,0,0.44100953991063874
2019,2019,1,GP052F,-63.8779,47.75367,15:27:02,Force a cause de vase ~ 2.1 kts,80,122,202,0,298,0,0,0,0,0,0,0,0.6039603960396039,0.481568
2019,2019,1,GP051F,-63.8747,47.82192,16:45:24,Force a cause de vase ~ 2.2 kts,45,47,92,0,47,0,0,0,0,0,0,0,0.5108695652173914,0.44759588013042806
2019,2019,1,GP041F,-64.0208,47.82353,18:26:37,Force a cause de vase ~ 2.2 kts,24,46,70,0,35,0,0,0,0,0,0,1,0.6571428571428571,0.4547881808472767
2019,2019,1,GP031F,-64.1873,47.86332,20:22:00,Force ~ 2.2 kts,0,3,3,1,13,0,0,0,0,1,0,0,1,0.4444444444444444
2019,2019,2,GP039F,-64.0564,47.94468,05:52:27,Stable ~ 2.1 kts,145,88,233,1,276,0,0,0,0,0,0,1,0.3776824034334764,0.5003580715453756
2019,2019,2,GP045F,-63.9668,47.94013,07:00:14,Force a cause de vase ~ 2.2 kts,56,17,73,1,56,0,0,0,0,0,0,0,0.2328767123287671,0.49905325443786985
2019,2019,2,GP053F,-63.9416,48.03893,08:35:40,Force a cause de vase ~ 2.2 kts,150,116,266,0,46,0,0,0,0,0,0,0,0.43609022556390975,0.2513971071663379
2019,2019,7,GP009F,-64.9845,47.88685,15:52:23,Stable ~ 2.1 kts,3,2,5,15,24,0,0,0,0,0,0,0,0.4,0.5733471074380165
2019,2019,7,GP008F,-65.1387,47.89695,17:04:58,Accroche et force ~ 2.2 kts,40,1,41,0,11,0,0,0,0,0,0,0,0.024390243902439025,0.33357988165680474
2019,2019,7,GP006F,-65.2072,47.89385,17:51:19,Force ~ 2.2 kts,16,68,84,0,18,0,0,0,0,0,0,0,0.8095238095238095,0.2906574394463668
2019,2019,7,GP002F,-65.5397,47.78715,20:03:41,Force a cause de vase ~ 2.2 kts,80,25,105,7,40,0,0,0,0,0,0,0,0.23809523809523808,0.4514369806094184
2019,2019,8,GP001F,-65.6298,47.97503,06:15:12,Force ~ 2.1 kts,78,44,122,19,19,0,0,0,0,0,0,6,0.36065573770491804,0.4323559297430687
2019,2019,8,GP003F,-65.4924,47.91627,08:00:06,Stable ~ 2.1 kts,6,2,8,0,2,0,0,0,0,0,0,4,0.25,0.5714285714285714
2019,2019,8,GP004F,-65.483,47.86187,09:03:29,Force a cause de vase ~ 2.1 kts,32,12,44,0,16,0,0,0,0,0,0,0,0.2727272727272727,0.3911111111111112
2019,2019,8,GP005F,-65.3452,47.95953,10:22:07,Force a cause de vase ~ 2.2 kts,428,302,730,8,35,0,0,0,0,0,0,3,0.4136986301369863,0.11288726219577006
2019,2019,8,GP007F,-65.1861,47.92843,12:13:50,Force a cause de vase ~ 2.2 kts,17,47,64,0,12,0,0,0,0,0,0,0,0.734375,0.2659279778393353
2019,2019,8,GP011F,-65.0151,47.95157,13:44:44,Force a cause de vase ~ 2.1 kts,18,30,48,1,28,0,0,0,0,0,0,0,0.625,0.47900151796255697
2019,2019,8,GP010F,-64.9908,48.0418,14:50:43,Force ~ 2.1 kts,42,113,155,0,56,0,0,0,0,0,0,7,0.7290322580645161,0.4274471845804225
2019,2019,8,GP012F,-64.7756,48.0646,16:37:18,Force a cause de vase ~ 2.2 kts,50,10,60,0,27,0,0,0,0,0,0,0,0.16666666666666666,0.4280618311533888
2019,2019,8,GP013F,-64.677,48.24392,18:32:37,Force a cause de vase ~ 2.2 kts,15,27,42,0,22,0,0,0,0,0,0,0,0.6428571428571429,0.451171875
2019,2019,9,GP015F,-64.4704,48.11902,06:13:53,Variable 2 a 2.4 noeuds,17,23,40,1,5,0,0,0,0,0,0,46,0.575,0.5578922495274102
2019,2019,9,GP017F,-64.4241,48.19697,10:12:57,Force a cause de vase ~ 2.2 kts,36,73,109,0,36,0,0,0,0,0,0,0,0.6697247706422018,0.37326991676575516
2019,2019,9,GP014A1,-64.3617,48.3442,13:02:59,Force a cause de vase ~ 2.2 kts,15,281,296,0,26,0,0,0,0,0,0,0,0.9493243243243243,0.1484510628447977
2019,2019,9,GP020F,-64.3337,48.26972,14:37:51,Force a cause de vase ~ 2.2 kts,16,16,32,0,32,0,0,0,0,0,0,0,0.5,0.5
2019,2019,9,GP021F,-64.3062,48.25342,15:34:52,Force a cause de vase ~ 2.2 kts,12,30,42,0,46,0,0,0,0,0,0,1,0.7142857142857143,0.5100366115389471
2019,2019,9,GP037F,-64.0685,48.23377,17:32:10,Stable ~ 2.1 kts,53,82,135,0,80,0,0,0,0,0,0,1,0.6074074074074074,0.47217935528120714
